Workout Date,Tag,Workout Header,Workout Full Details,Comments
"Thursday, August 26th, 2021",Missed,Workout,"A 21-15-9:
db thruster 
burpee
rest half the work 
x 3 sets
Results: 

B 12-6-3:
renegade row
db bench press incline 
elbow supported knee tuck
so 12 of each 
6 of each 
3 of each 
rest 2 mins
x 4 sets
Results: 

C Renegade Row:

Results: 

D Treadmill incline tabata:
20 sec run incline 
10 sec rest 
x 8 sets 
so total time is 
4 mins of interval 
4 min rest after the 8th sets 
and go again
Results: 

",No comments
"Wednesday, August 25th, 2021",Completed,body wt only work running and burpee,"A death by 10 meters:
run 10 meters further each min
rest the remaining time of the min 
you go until you do not make the distance in the min
Results: Went to Crossfit again today

40-30-20-10
55lb db snatch (alternating)
GHD Su
9:55

B part b burpees sprints:
40 sec amrap burpee to touch 
20 sec rest 
x 10 sets 
record number of burpees each set
goal is amrap each set redline effort
Results: Back squat 
225 x8
245 x8
260 x8
275 x8

Front squat
95 x 10 x 3

",Jud Dean: glad you had fun pal
"Tuesday, August 24th, 2021",Completed,Rest day,,
"Monday, August 23rd, 2021",Completed,todd and katie,"A1 chest press machine:
triple drop set
7 reps decrease wt
7 reps decrease wt
7 reps 
move to carry
Results: 150/130/110

B1 Seated Row Machine:
triple drop
7 reps decrease wt
7 reps decrease wt
7 reps
Results: 150/130/110

C 30-20-10:
30 walking lunges 
20 hanging knee tucks
10 rear foot eleaved 5 per side
rest 1 min
x 5 sets
Results: 30lb db for walking lunges

D Rear foot elevated RDL and row:

Results: 10x1
15x1
20lb db for the rest

E easy cardio of choice cool down:
15 mins
Results: ✅

","Jud Dean: great work buddy
solid lift session before some fun"
"Sunday, August 22nd, 2021",Completed,Rest day,,
"Saturday, August 21st, 2021",Completed,Workout,"A decline sit ups and push ups:
21-15-9
decline sit ups 
hr push ups
rest 90 seconds
x 3 sets
lots of volume pump ya you
Results: ✅💪🏼

B DB pullover - Running position:
8 reps per leg
Results: 35x2, 40x3

C Single arm runners bench press:
8 reps per leg
Results: 35x2, 50x3

D Layback Abs:
16 reps
rest 90 seconds
x 5 sets
Results: ✅

E1 hamstring work:
5 reps Rdl working 2 sec hold at end range hams on!
Results: W 25lb db

F cardio choice hitt:
20 sec hard effort
40 sec very easy effort
x 10 mins
5 min easy cool down
Results: Surfing! 🏄‍♂️

",Jud Dean: Dude I love to see surfing so awesome pal
"Friday, August 20th, 2021",Completed,enjoy a day at the beach relaxing,"A relax my man:

Results: Didn’t workout yesterday - full day of travel and the beach here is super short. 

Made up for it today with:
5x
12 Lat pull down - 130
10 chest press - 110
12 Banded squats

3x
15 weighted leg press 150
10 side plan agitation 
10 leg raises

For time:
15 thrusters - 60 lb db
10 burpees 
5 deadlifts - 80 lb db
10 thrusters - 60lb db
10 burpees
5 deadlifts - 80lb db
5:20

48 min total

",Jud Dean: Good man thanks for the videos
"Thursday, August 19th, 2021",Missed,beach workout,"A suicide 4 lines:
set up 4 lines on the beach
these lines are water line * so you have to start here returning to water line with your feet touch the water.
line 1 is water line 
line 2 is 10 yards forward of water line 
line 3 is 15 yards fowrd of water line
line 4 is dune line 20 yards 

the workout is 
run water line to line 2 ( at line 2 do 10 push ups)
run back to water line
run to line 3 ( at line 3 do 10 sit ups)
run back to water line
run to line 4(at line 4 do 15 banded bent over row )
rest 1 min 

follow this pattern for 60
but switch the movements at the lines after each 15 min part..after the 15 misn walk for 5 and then start again

2nd 15 min part
*mountain climbers 10 reps both legs move for a rep 
* no push up burpee 5 reps 
* 12 banded side raises 

3rd 15 min part 
*15 banded curls 
*10 squats 
*10 sit ups
Results: 

B Walk 5 mins after each 15 min part:

Results: 

",No comments
"Wednesday, August 18th, 2021",Missed,west coast travel!,"A travel to west coast!:

Results: 

",No comments
"Tuesday, August 17th, 2021",Completed,Rest day,,
"Monday, August 16th, 2021",Completed,Workout,"A Row dynamic warm up:
200 meter row
5 power push ups 
5 banded broad jump
5 medball triple extension max vertical throws
5 leg swings each way
5 arm cirlcles each way
10 banded hip adduction
10 banded hip abduction
5 roll to v touch 
x 15-20 mins
Results: 25 min - just didn’t feel loose enough at 20

B Banded broad jump:

Results: 

C Banded hip abduction:

Results: 

D Banded lying adduction:

Results: 

E Roll to v touch:

Results: 

F 2 interval hard sets:
5 landmine clean and press 
15 wallball
10 landmine clean and press 
30 Wallball 
15 landmind clean and press
45 wallball 
20 landmind clean and press
50 cal bike 
rest 6 mins beween the 2 sets
Results: First set:
All ub to the 45 wb (15/10/10/10)
20 landmine (10/10)
50 cal bike was 4:09
Total time 13:11

Second set:
All ub to the 30 wb (24/6)
15 landmine ub
45 wb (15/10/10/10)
50 cal bike was 3:59
Total time 12:33

Landmine was 1 45lb plate. All were done w 2 hands

","Jud Dean: yes with 2 hands is correct!
well done keeping the power rocking!
totally fine to add to get looseer man love it!

great set 2!
good work goal is under 15 range so like that!
and love that 2nd bike!"
"Sunday, August 15th, 2021",Completed,cardio around the world,"A cardio around the world:
5 min bike
4 min row
3 min ski
2 min box jump step down
1 min double unders
x 4 sets
Results: Done on Monday morning. That was a sweaty one!  

Max heart rate 186, spent 23 min at 80-90% of max heart rate.

",Jud Dean: Good man building the engine
"Saturday, August 14th, 2021",Completed,ENJOY interval threshold,"A 5 sets of:
500 ROW 
15 CTB PULL UPS 
10 DB DEVIL PRESS!!! DBS (35-50LBS)
1/2 MILE BIKE 
rest 5 mins WORK MOBILITY DURING REST 
these are done at a high effort! 90% to 100%
Results: Did 4 sets again.  Same as last time. I had a huge cramp at the end of the 4th set. Last time I was dead. This time, cramp. But better than last time 

All w 50lb db for devil presses

5:08
5:15
6:05
6:31

Round 1 - pull ups ub
Row - 1:51.6 - 26 s/m
Bike - avg rpm 65 (1:14)

Round 2 - pull ups ub
Row - 1:51.2 - 25 s/m
Bike - avg rpm 62 (1:18)

Round 3 - pull ups 9/6
Row - 1:58.8 - 26 s/m
Bike - avg rpm 58 (1:23)

Round 4 - pull ups ripped on 3rd pu - just got through them, lots of singles 
Row - 2:01.3 - 25 s/m
Bike - avg rpm 57 (1:24)

","Jud Dean: Good man smart stop
Hydration with temps is big
Minerals depletion is happening easy with this humidity man!

We will build and use again it’s a good one for the higj effort buddy"
"Friday, August 13th, 2021",Completed,Workout,"A cluster sets:
the movement is back squast 
3 reps at 80% range
rest 10 seconds
1 rep 
rest 10 seconds
1 rep 
rest 2-3 mins
x 5 sets
if you can go up slightly go up they shoudl be tough to hit that last single each set
Results: 275 for the first 3, 295 for the last 2

B Row repeats full go 500 meters:
500 meter row 
rest 90 sec
500 meter row 
rest 90 seconds
500 meter row 
all are full go sets redline go for best score see how you recover dont game it
Results: 1:43.4
1:46.2
1:48.1

C 1-2-3-4-5:
infinity ladder of 
1 hspu
1 pwr clean 155lbs/115lbs 
amrap in 7 mins
Results: 7+14

All cleans were singles except the last round I did 6 in a row. Hspu we’re ub and strict until round 5, then did ub kip

","Jud Dean: Sub 145 yes!!

Pushing towards 300 nice pal awesome work
Todd Roselle: Definitely some progress.
Jud Dean: For sure pal!!!"
"Thursday, August 12th, 2021",Completed,Workout,"A wt vest walk and body wt:
walk 60 mins
every 5 misn stop and do 
10 no push up burpee
15 squats
20 walking lunges 
25 calf raises
Results: On the boardwalk

B No Push-up Burpee:

Results: ✅

",No comments
"Wednesday, August 11th, 2021",Completed,Workout,"A grinder:
10 burpee pull ups 
15 hammer curls
10 ghd hip ext
15 diamond push ups 
10 cal row 
x 20 mins work
10 min rest
then
10 hanging knee tucks
15 skull crushers
10 ghd sit ups 
15 sit ups
10 cal ski
x 20 mins
10 min rest
then 
5 man makers
10 cal bike
15 db thrusters
x 20 mins
Results: 4+50 - ouch. All ub

Skull crushers - 30lb dbs
4+35 - ouch. All ub

Man makers - 30 lb dbs
Thrusters - 40 lb dbs
5 rounds 

Whole thing had me hurting throughout. Muscle burn pain and breathing. 

Went north yesterday for work and I didn’t have enough food.

","Jud Dean: Yes you are training harder now again so need the fuel!!!
Todd Roselle: This was terrible. I needed 30 minutes after the workout like I did back in March of 2018z. Ouch
Jud Dean: oh yeah its complete games style workout"
"Tuesday, August 10th, 2021",Completed,Rest day,,
"Monday, August 9th, 2021",Completed,Workout,"A1 Sumo Deadlift:
10 REPS
3-0-X-1
3 SEC DOWN
0 AT BOTTOM
XPLODE UP
1 SEC GET TIGHT AGAIN AT THE TOP
MOVE TO A2
Results: 135 on the bb

B ROW INTERVALS:
10 CALS EVERY MIN ON THE MIN X 15 MINS
BUT GOAL IS GET THE 10 CALS AS QUICK AS YA CAN
Results: :22.6 - 1:39.1
:22.9 - 1:40.4
:21.9 - 1:37.7
:22.3 - 1:38.6
:23.5 - 1:40.4
:21.5 - 1:37.7
:21.8 - 1:38.1
:20.7 - 1:35.8
:21.6 - 1:37.2
:21.8 - 1:38.1
:20.6 - 1:35.3
:20.8 - 1:36.2
:20.9 - 1:35.8
:20.8 - 1:36.2
:20.4 - 1:35.3

","Jud Dean: sumo can hit that hamstring in a differnt spot and get it stronger too owning that tempo
if grip goes use straps when we do this one so you can really load the hams!!!

perfect on teh row way to get ot down to 2-1 rest to work ratio that is what i want to see buddy!!!"
"Sunday, August 8th, 2021",Missed,Workout,"A contrast showers:
3-4 cycles of 
3 mins hot hot shower 
1 min as cold as you can stand
there is amazing research on this 
from brown fat 
to depression 
to recovery
and inflamation 
enjoy
Results: 

",No comments
"Saturday, August 7th, 2021",Completed,Workout,"A1 Slider lunge:
10 per side
Results: ✅

B1 GHD Hip Extension:
10 reps
Results: ✅

C 21-15-9:
hang pwr snatch 75lbs
wallball shots
Results: 4:35

Broke the 15 snatches 9/6, everything else was ub

","Todd Roselle: Did Sunday
Jud Dean: i thnk that slider will get your hams to fire!
Todd Roselle: Def did!
Jud Dean: perfect buddy
that is one you can even do a few times a week as an activator pre workout like you would use cross over sym to prep the body for the work to come!"
"Friday, August 6th, 2021",Completed,with todd,"A 10 rds of:
12 cal ski
4 sandbag clean to shoulder 2 per side
8 ctb pull ups 
16 wallball shots 
partner goes you rest 
10 rds each! 
build the pace as you go
Results: Fished the white Marin open on Friday. Did this workout Saturday in my garage.  Work = rest

2:16
2:12
2:01
1:57
1:54
2:03
2:07
2:08
2:49 - needed longer breaks. I was dying. Aerobic. Didn’t do set 10 I had lost the stimulus for the workout.

B for time:
100 double unders
1000 meter row
50 double unders
500 meter row 
25 double unders
250 meter row
Results: 9:16 
Rows were 1:56 for the first 2
1:48 for the last one. All su were ub

","Jud Dean: Good push great notes one to run back after your trip and improve on this is a great session for ya buddy 

Open looked awesome on your story pal"
"Thursday, August 5th, 2021",Missed,Workout,"A lactic power bike work high zone work:
lactic power session
50 cal assault or echo bike goal 80-85-90 rpm rest 6 mins
x 3 sets

set 1 80 rpm
set 2 85 rpm
set 3 90 rpm
record how this goes give me data these are goals see if you can hit them if easy we go up if to hard we go down if perfect we build
Results: 

",No comments
"Wednesday, August 4th, 2021",Completed,Workout,"A strength work:
40 min emom 
 min 1 10-12 DB chest press
min 2 10-12 db row in ghd 
min 3 10-15 box squats 
min 4. 8-12 banded good mornings
Results: 1 - 50lb db x 12 reps
2 - 30lb db x 12 reps
3 - 135 x 12 for the first 3 sets, then 10 reps for the last 7 sets
4 - 65 w/ red band on rig, 12 for the first 5 sets, 10 for the last 5

Got sweaty

B aerobic PT testing at 50 reps:
50 PULL UPS TEST
ALL DONE STRICT
EVERY TIME YOU BREAK YOU RUN 200 METERS
Results: 16/10/8/8/8

6:57

C Banded barbell good morning:

Results: ✅

",Jud Dean: Good movement and great test we will redo that one and push for sub 5 on retest buddy
"Tuesday, August 3rd, 2021",Completed,Rest day,,
"Monday, August 2nd, 2021",Completed,Workout,"A 6 interval sets go hot hold on:
15 t2b odd sets 15 ghd sit ups even sets 
30 lunges odd sets 30 air squats event sets 
40 double unders odd sets 15 box step ups odd sets 
20/15 calorie bike or ski style bike odd ski even 
rest 4:00 
x6 rounds
Results: Thought I sent it on every set.  At the end I realized I only sent it on the last two sets

3:00
3:00
2:52
3:03
2:43
2:50

B Prone incline DB banded row:
4 sets of 15 reps
reps 1-5 work 3 sec negagtive
reps 6-10 work 2 sec hold at the back
reps 11-15 normla tempo
right into
10-15 baned hammercurls so band stays on teh wristand do hammer curls
rest 60-90 sec
Results: 40lb db on the first part
20lb db on the second

","Todd Roselle: I was fishing in the white marlin open on Monday and Tuesday. This workout was done on Wednesday morning. I don’t fish again until Friday.
Jud Dean: Yeah it could have been not as warmed up as you thought or just didn’t drop the hammer but good to see you learning to go fast again Ricky Bobby!!"
"Sunday, August 1st, 2021",Completed,Workout,"A1 BAND RESISTANCE LUNGE WITH KNEE TUCK:
10 PER SIDE
Results: ✅

B EMOM PWR SNATCH or clean your call 16 MINS:
3 REPS PWR SNATCH 65-75% RANGE QUICK AND SNAPPY
Results: All done at 135. Felt pretty solid.

C 2k row for time:

Results: 7:23.6 - 1:50.6 avg

1st 400 - 1:51.7
2nd - 1:51.3
3rd - 1:51.3
4th - 1:51.8
5th - 1:48.1 - finished strong

","Jud Dean: great lifting day we get this really comfy we can get to hitting 155 then 165 my man!!

the row is not far off either
we get that down into the 148-149 range soon and then we can give 7 flat a run!
Todd Roselle: Thanks man. I’m pretty pleased. I haven’t been perfect with everything but the mind is def in a good spot.
Jud Dean: starts in the mind why we must transform there first the rest can follow 
not being perfect just means lot of opportunity to get a lot better!
Jud Dean: you are looking better in the legs you see some muscle back for sure!!!"
"Saturday, July 31st, 2021",Completed,increase pace per set,"A increase pace per set:
400 meter run
2000 meter bike erg or 1000 air bike 
400 meter ski 
rest 2 mins 
x 6 sets
Results: Good burner

5:38
5:17
5:12
5:05
5:04
4:59

B Hand Braced Row:
4 sets of 8-12 per side 
rest 1 min
Results: 60 lb kb

C monster press:
3 sets of 8-10 reps
Results: 5lbs, 10 reps

",Jud Dean: great job with the negative splits that is awesome!!!
"Friday, July 30th, 2021",Completed,Workout,"A 3 sets:
100 meter sled drag
15 t2b
50 meters sled push
15 ghd sit ups 
200 meter run
15 V ups 
rest 3 mins
Results: 45 and 25lb plates on the sled

B 3 sets of:
sled push ( down and back 10 yards 3 trips)
150 meter ski sprint
sled push doen annd back 10 yard 3 trips
rest 3 mins
Results: 45lb plate

C fran:

Results: 4:54

","Jud Dean: Could u hit t2b unbroken 
If now how was the break would like to build that number in time unbroken
Todd Roselle: T2b we’re all ub
Jud Dean: Yes nice"
"Thursday, July 29th, 2021",Completed,Rest day,,
